Leeftijd,Gewicht,Brandstof,Aantal zitplaatsen,Aantal wielen,Aantal deuren,Voertuigsoort
12,445,Geen,0,2,0,Aanhangwagen
11,13870,Diesel,53,4,2,Bus
12,203,Benzine,2,2,0,Motorfiets
7,195,Benzine,2,2,0,Motorfiets
9,250,Geen,0,2,0,Aanhangwagen
2,15196,Diesel,58,6,3,Bus
21,780,Geen,0,2,0,Aanhangwagen
5,11638,Diesel,46,6,2,Bus
45,974,Geen,0,2,0,Aanhangwagen
16,270,Geen,0,2,0,Aanhangwagen
34,804,Geen,0,2,0,Aanhangwagen
16,910,Geen,0,4,0,Aanhangwagen
3,1020,Benzine,5,4,5,Personenauto
7,151,Benzine,2,2,0,Motorfiets
2,12455,Diesel,39,6,4,Bus
13,895,Geen,0,4,0,Aanhangwagen
3,1335,Benzine,5,4,5,Personenauto
45,600,Geen,0,2,0,Aanhangwagen
3,245,Benzine,2,2,0,Motorfiets
52,70,Benzine,1,2,0,Motorfiets
17,1664,Benzine,5,4,4,Personenauto
4,20695,Elektriciteit,46,10,4,Bus
11,279,Benzine,2,2,0,Motorfiets
19,1121,Benzine,5,4,2,Personenauto
14,1000,Geen,0,2,0,Aanhangwagen
14,8783,Diesel,39,4,6,Bus
1,12750,Elektriciteit,42,6,3,Bus
16,405,Geen,0,2,0,Aanhangwagen
1,210,Benzine,2,2,0,Motorfiets
14,480,Geen,0,2,0,Aanhangwagen
9,1374,Geen,0,2,0,Aanhangwagen
6,3634,Diesel,20,6,4,Bus
4,1492,Benzine,5,4,5,Personenauto
5,15391,Diesel,65,6,2,Bus
10,12522,CNG,31,4,2,Bus
20,5880,Diesel,26,4,2,Bus
31,420,Geen,0,2,0,Aanhangwagen
12,300,Geen,0,4,0,Aanhangwagen
9,8945,Diesel,41,4,3,Bus
6,840,Benzine,4,4,2,Personenauto
13,1268,Benzine,5,4,4,Personenauto
16,400,Geen,0,2,0,Aanhangwagen
3,186,Benzine,2,2,0,Motorfiets
24,685,Geen,0,2,0,Aanhangwagen
51,230,Benzine,2,2,0,Motorfiets
16,186,Benzine,2,2,0,Motorfiets
10,191,Benzine,2,2,0,Motorfiets
0,1610,Elektriciteit,5,4,5,Personenauto
17,949,Geen,0,2,0,Aanhangwagen
8,1180,Benzine,5,4,4,Personenauto
27,590,Geen,0,2,0,Aanhangwagen
26,680,Geen,0,2,0,Aanhangwagen
0,224,Benzine,2,2,0,Motorfiets
3,289,Benzine,2,2,0,Motorfiets
8,16595,Diesel,42,6,6,Bus
18,580,Geen,0,4,0,Aanhangwagen
6,200,Benzine,2,2,0,Motorfiets
10,1050,Diesel,5,4,2,Personenauto
0,206,Benzine,2,2,0,Motorfiets
8,1344,Geen,0,2,0,Aanhangwagen
4,198,Benzine,2,2,0,Motorfiets
10,12460,CNG,31,4,3,Bus
2,141,Benzine,2,2,0,Motorfiets
26,1040,Geen,0,2,0,Aanhangwagen
8,16306,Diesel,42,6,2,Bus
13,235,Benzine,2,2,0,Motorfiets
19,238,Benzine,2,2,0,Motorfiets
29,440,Geen,0,2,0,Aanhangwagen
9,400,Geen,0,2,0,Aanhangwagen
1,13870,Elektriciteit,33,6,5,Bus
13,11430,Diesel,31,4,2,Bus
2,13595,Elektriciteit,34,6,4,Bus
11,900,Benzine,5,4,4,Personenauto
6,11475,Diesel,49,4,2,Bus
10,201,Benzine,2,2,0,Motorfiets
6,2221,Elektriciteit,7,4,5,Personenauto
14,151,Benzine,2,2,0,Motorfiets
3,1125,Benzine,5,4,4,Personenauto
13,1195,Benzine,2,4,2,Personenauto
5,9200,Diesel,43,6,2,Bus
8,13125,Diesel,55,4,3,Bus
14,129,Benzine,2,2,0,Motorfiets
4,256,Benzine,2,2,0,Motorfiets
30,606,Geen,0,2,0,Aanhangwagen
2,10791,Elektriciteit,37,6,3,Bus
15,1240,Benzine,5,4,4,Personenauto
26,16090,Diesel,27,6,4,Bus
2,13595,Elektriciteit,34,6,4,Bus
15,978,Diesel,4,4,2,Personenauto
1,13650,Elektriciteit,44,6,4,Bus
27,725,Geen,0,2,0,Aanhangwagen
10,183,Benzine,2,2,0,Motorfiets
21,335,Geen,0,2,0,Aanhangwagen
7,13325,Diesel,55,4,5,Bus
20,420,Geen,0,2,0,Aanhangwagen
6,11475,Diesel,49,4,3,Bus
21,213,Benzine,2,2,0,Motorfiets
39,430,Geen,0,2,0,Aanhangwagen
16,1799,Benzine,5,4,4,Personenauto
28,717,Geen,0,2,0,Aanhangwagen
4,256,Benzine,2,2,0,Motorfiets
13,470,Geen,0,2,0,Aanhangwagen
9,8945,Diesel,41,4,3,Bus
2,1178,Benzine,5,4,5,Personenauto
16,255,Benzine,2,2,0,Motorfiets
19,974,Benzine,5,4,4,Personenauto
10,199,Benzine,2,2,0,Motorfiets
7,12356,Diesel,48,4,4,Bus
14,203,Benzine,2,2,0,Motorfiets
11,212,Benzine,2,2,0,Motorfiets
21,249,Benzine,2,2,0,Motorfiets
21,795,Benzine,4,4,2,Personenauto
2,180,Benzine,2,2,0,Motorfiets
9,145,Benzine,2,2,0,Motorfiets
7,214,Benzine,2,2,0,Motorfiets
32,625,Geen,0,2,0,Aanhangwagen
33,910,Geen,0,6,0,Aanhangwagen
37,1024,Geen,0,2,0,Aanhangwagen
6,4944,Diesel,29,4,2,Bus
28,716,Geen,0,2,0,Aanhangwagen
38,560,Geen,0,2,0,Aanhangwagen
18,775,Benzine,4,4,4,Personenauto
40,690,Geen,0,2,0,Aanhangwagen
12,1199,Geen,0,4,0,Aanhangwagen
18,1299,Benzine,7,4,4,Personenauto
27,881,Geen,0,2,0,Aanhangwagen
16,15750,Diesel,63,6,2,Bus
12,15660,Diesel,63,6,2,Bus
25,440,Geen,0,2,0,Aanhangwagen
1,2005,Benzine,5,4,4,Personenauto
32,876,Geen,0,2,0,Aanhangwagen
2,13290,Diesel,55,6,2,Bus
16,785,Benzine,4,4,4,Personenauto
1,208,Benzine,2,2,0,Motorfiets
44,364,Geen,0,2,0,Aanhangwagen
0,213,Benzine,2,2,0,Motorfiets
18,500,Geen,0,2,0,Aanhangwagen
31,660,Geen,0,2,0,Aanhangwagen
11,1030,Benzine,5,4,4,Personenauto
22,4640,Diesel,11,4,3,Bus
1,20255,Elektriciteit,52,10,3,Bus
18,405,Geen,0,2,0,Aanhangwagen
0,1539,Elektriciteit,5,4,5,Personenauto
11,16609,Diesel,63,6,2,Bus
14,241,Benzine,2,2,0,Motorfiets
16,1315,Benzine,7,4,4,Personenauto
10,380,Geen,0,6,0,Aanhangwagen
3,12835,Diesel,63,4,2,Bus
31,1155,Geen,0,2,0,Aanhangwagen
14,216,Benzine,2,2,0,Motorfiets
43,516,Geen,0,2,0,Aanhangwagen
20,242,Benzine,2,2,0,Motorfiets
0,179,Benzine,2,2,0,Motorfiets
3,261,Benzine,2,2,0,Motorfiets
11,1150,Geen,0,2,0,Aanhangwagen
14,208,Benzine,2,2,0,Motorfiets
4,405,Benzine,2,2,0,Motorfiets
17,1050,Benzine,5,4,4,Personenauto
18,784,Geen,0,2,0,Aanhangwagen
7,15540,Diesel,60,6,2,Bus
26,410,Geen,0,2,0,Aanhangwagen
7,225,Benzine,2,2,0,Motorfiets
3,9500,Elektriciteit,24,6,3,Bus
14,1160,Geen,0,2,0,Aanhangwagen
0,210,Benzine,2,2,0,Motorfiets
18,710,Benzine,5,4,2,Personenauto
19,1050,Geen,0,2,0,Aanhangwagen
10,16202,Diesel,63,6,4,Bus
18,430,Geen,0,2,0,Aanhangwagen
1,13650,Elektriciteit,44,6,4,Bus
10,306,Benzine,2,2,0,Motorfiets
5,161,Benzine,2,2,0,Motorfiets
32,1271,Geen,0,2,0,Aanhangwagen
11,1295,Benzine,5,4,4,Personenauto
54,8710,Diesel,57,4,4,Bus
18,962,Benzine,4,4,2,Personenauto
9,8945,Diesel,41,4,3,Bus
10,795,Benzine,4,4,2,Personenauto
24,547,Geen,0,2,0,Aanhangwagen
3,1085,Benzine,5,4,5,Personenauto
9,199,Benzine,2,2,0,Motorfiets
16,380,Geen,0,2,0,Aanhangwagen
4,4260,Diesel,20,4,2,Bus
7,225,Benzine,2,2,0,Motorfiets
7,9100,Diesel,34,6,3,Bus
55,7780,Diesel,51,4,3,Bus
8,930,Benzine,4,4,4,Personenauto
26,420,Geen,0,2,0,Aanhangwagen
5,1350,Benzine,5,4,4,Personenauto
19,465,Geen,0,2,0,Aanhangwagen
21,150,Benzine,2,2,0,Motorfiets
14,16080,Diesel,61,6,3,Bus
28,440,Geen,0,2,0,Aanhangwagen
18,985,Geen,0,2,0,Aanhangwagen
27,717,Geen,0,2,0,Aanhangwagen
27,8460,Diesel,41,4,3,Bus
3,12525,CNG,42,6,2,Bus
34,1001,Geen,0,2,0,Aanhangwagen
14,1590,Geen,0,2,0,Aanhangwagen
9,840,Benzine,4,4,2,Personenauto
18,223,Benzine,2,2,0,Motorfiets
6,179,Benzine,2,2,0,Motorfiets
9,8945,Diesel,41,4,2,Bus
1,203,Benzine,2,2,0,Motorfiets
15,1280,Benzine,5,4,4,Personenauto
8,180,Benzine,2,2,0,Motorfiets
4,298,Benzine,2,2,0,Motorfiets
21,931,Benzine,5,4,2,Personenauto
2,1505,Diesel,5,4,4,Personenauto
2,200,Benzine,2,2,0,Motorfiets
7,11437,Diesel,30,4,2,Bus
6,1260,Benzine,5,4,4,Personenauto
2,210,Benzine,2,2,0,Motorfiets
0,13655,Elektriciteit,35,6,2,Bus
4,210,Benzine,2,2,0,Motorfiets
6,2187,Benzine,7,4,5,Personenauto
18,1060,Geen,0,2,0,Aanhangwagen
7,935,Benzine,5,4,4,Personenauto
2,113,Benzine,2,2,0,Motorfiets
1,1660,Elektriciteit,5,4,5,Personenauto
30,894,Geen,0,2,0,Aanhangwagen
16,1020,Geen,0,2,0,Aanhangwagen
11,1385,Benzine,5,4,4,Personenauto
22,435,Geen,0,2,0,Aanhangwagen
1,206,Benzine,2,2,0,Motorfiets
20,18040,Diesel,91,6,2,Bus
20,720,Geen,0,2,0,Aanhangwagen
21,1020,Geen,0,2,0,Aanhangwagen
36,650,Geen,0,2,0,Aanhangwagen
11,3740,Diesel,21,4,4,Bus
8,108,Benzine,1,2,0,Motorfiets
13,332,Benzine,2,2,0,Motorfiets
9,246,Benzine,2,2,0,Motorfiets
12,320,Geen,0,2,0,Aanhangwagen
4,214,Benzine,2,2,0,Motorfiets
15,1336,Benzine,5,4,2,Personenauto
9,920,Benzine,4,4,2,Personenauto
23,1521,LPG,4,4,2,Personenauto
8,840,Benzine,4,4,2,Personenauto
0,203,Benzine,2,2,0,Motorfiets
0,182,Benzine,2,2,0,Motorfiets
10,1064,Benzine,5,4,2,Personenauto
13,320,Geen,0,2,0,Aanhangwagen
30,621,Geen,0,2,0,Aanhangwagen
4,11267,Diesel,44,4,2,Bus
2,810,Benzine,5,4,5,Personenauto
16,242,Benzine,2,2,0,Motorfiets
34,617,Geen,0,2,0,Aanhangwagen
14,800,Geen,0,2,0,Aanhangwagen
6,196,Benzine,2,2,0,Motorfiets
15,290,Geen,0,2,0,Aanhangwagen
17,1060,Geen,0,2,0,Aanhangwagen
23,770,Geen,0,2,0,Aanhangwagen
18,611,Geen,0,2,0,Aanhangwagen
5,205,Benzine,2,2,0,Motorfiets
17,1000,Geen,0,6,0,Aanhangwagen
13,8783,Diesel,40,4,2,Bus
10,174,Benzine,2,2,0,Motorfiets
9,1060,Elektriciteit,5,4,4,Personenauto
10,1635,Diesel,5,4,4,Personenauto
10,1492,Benzine,7,4,4,Personenauto
14,218,Benzine,2,2,0,Motorfiets
0,261,Benzine,2,2,0,Motorfiets
22,820,Geen,0,2,0,Aanhangwagen
8,15900,Elektriciteit,40,6,4,Bus
3,840,Benzine,4,4,4,Personenauto
38,445,Geen,0,2,0,Aanhangwagen
1,202,Benzine,2,2,0,Motorfiets
5,203,Benzine,2,2,0,Motorfiets
23,770,Geen,0,2,0,Aanhangwagen
17,920,Geen,0,2,0,Aanhangwagen
9,15497,Diesel,61,6,2,Bus
5,9150,Diesel,39,6,2,Bus
30,847,Geen,0,2,0,Aanhangwagen
17,236,Benzine,2,2,0,Motorfiets
2,16242,Diesel,53,10,3,Bus
17,319,Benzine,2,2,0,Motorfiets
3,1480,Elektriciteit,5,4,4,Personenauto
17,1175,Geen,0,2,0,Aanhangwagen
1,3689,Diesel,17,4,2,Bus
20,710,Geen,0,2,0,Aanhangwagen
17,19080,Diesel,86,6,3,Bus
17,1780,Geen,0,2,0,Aanhangwagen
12,905,Benzine,5,4,4,Personenauto
8,980,Benzine,5,4,4,Personenauto
12,12185,CNG,37,4,2,Bus
0,1202,Elektriciteit,5,4,5,Personenauto
15,206,Benzine,2,2,0,Motorfiets
21,705,Benzine,2,4,2,Personenauto
12,1345,Benzine,5,4,4,Personenauto
2,13595,Elektriciteit,34,6,4,Bus
2,18410,Diesel,84,8,3,Bus
10,206,Benzine,2,2,0,Motorfiets
8,820,Benzine,5,4,4,Personenauto
0,1060,Benzine,5,4,4,Personenauto
11,203,Benzine,2,2,0,Motorfiets
1,13100,Elektriciteit,44,6,3,Bus
21,360,Geen,0,2,0,Aanhangwagen
6,306,Benzine,2,2,0,Motorfiets
7,2152,Benzine,5,4,4,Personenauto
8,16306,Diesel,42,6,2,Bus
9,121,Benzine,2,2,0,Motorfiets
5,1255,Benzine,5,4,4,Personenauto
6,12500,Diesel,52,4,2,Bus
12,15740,Diesel,63,6,3,Bus
14,270,Geen,0,2,0,Aanhangwagen
10,1050,Geen,0,2,0,Aanhangwagen
12,198,Benzine,2,2,0,Motorfiets
5,13870,Diesel,55,6,2,Bus
1,242,Benzine,2,2,0,Motorfiets
7,9250,Diesel,41,4,2,Bus
21,965,Benzine,5,4,4,Personenauto
6,215,Benzine,2,2,0,Motorfiets
17,1164,Benzine,5,4,4,Personenauto
31,877,Geen,0,2,0,Aanhangwagen
8,199,Benzine,2,2,0,Motorfiets
2,11980,Elektriciteit,36,6,2,Bus
13,172,Benzine,2,2,0,Motorfiets
10,121,Benzine,2,2,0,Motorfiets
33,665,Geen,0,2,0,Aanhangwagen
1,13650,Elektriciteit,44,6,4,Bus
17,8660,Diesel,40,4,5,Bus
4,19135,Diesel,56,8,6,Bus
13,313,Benzine,2,2,0,Motorfiets
14,16080,Diesel,61,6,3,Bus
8,209,Benzine,2,2,0,Motorfiets
14,1000,Benzine,5,4,2,Personenauto
18,1295,Benzine,5,4,4,Personenauto
14,862,Benzine,4,4,2,Personenauto
10,191,Benzine,2,2,0,Motorfiets
4,191,Benzine,2,2,0,Motorfiets
11,1080,Geen,0,2,0,Aanhangwagen
12,192,Benzine,2,2,0,Motorfiets
2,845,Benzine,4,4,5,Personenauto
23,1470,Geen,0,2,0,Aanhangwagen
5,11257,Diesel,30,6,2,Bus
6,13761,Diesel,51,4,2,Bus
10,196,Benzine,2,2,0,Motorfiets
43,347,Geen,0,2,0,Aanhangwagen
9,1035,Diesel,5,4,4,Personenauto
22,4530,Geen,0,2,0,Aanhangwagen
5,237,Benzine,2,2,0,Motorfiets
2,21235,Elektriciteit,45,10,6,Bus
27,205,Benzine,1,2,0,Motorfiets
2,14090,Diesel,51,6,3,Bus
9,16920,Diesel,63,6,2,Bus
29,777,Geen,0,2,0,Aanhangwagen
40,464,Geen,0,2,0,Aanhangwagen
14,242,Benzine,2,2,0,Motorfiets
7,955,Benzine,5,4,4,Personenauto
13,815,Benzine,4,4,4,Personenauto
13,192,Benzine,2,2,0,Motorfiets
5,9200,Diesel,43,6,4,Bus
26,661,Geen,0,2,0,Aanhangwagen
14,12700,Diesel,58,4,2,Bus
1,13340,Elektriciteit,35,6,2,Bus
3,9500,Elektriciteit,24,6,2,Bus
10,151,Benzine,2,2,0,Motorfiets
9,840,Benzine,4,4,2,Personenauto
26,1485,Benzine,5,4,4,Personenauto
12,194,Benzine,1,2,0,Motorfiets
22,960,Geen,0,2,0,Aanhangwagen
3,12525,CNG,42,6,4,Bus
26,2240,Diesel,2,4,4,Personenauto
10,1175,Geen,0,2,0,Aanhangwagen
12,1015,Benzine,5,4,4,Personenauto
44,692,Geen,0,2,0,Aanhangwagen
6,15226,Diesel,63,6,2,Bus
6,401,Benzine,2,2,0,Motorfiets
9,2657,Diesel,17,6,3,Bus
3,13160,Elektriciteit,30,6,3,Bus
7,19200,Diesel,89,6,2,Bus
4,213,Benzine,2,2,0,Motorfiets
5,1635,Elektriciteit,5,4,4,Personenauto
14,99,Benzine,2,2,0,Motorfiets
11,1120,Geen,0,2,0,Aanhangwagen
7,299,Benzine,2,2,0,Motorfiets
26,780,Geen,0,2,0,Aanhangwagen
31,340,Geen,0,2,0,Aanhangwagen
32,1271,Geen,0,2,0,Aanhangwagen
3,13665,Diesel,55,6,3,Bus
8,230,Benzine,2,2,0,Motorfiets
16,610,Geen,0,2,0,Aanhangwagen
24,685,Geen,0,2,0,Aanhangwagen
12,162,Benzine,2,2,0,Motorfiets
1,13870,Elektriciteit,33,6,5,Bus
22,670,Geen,0,2,0,Aanhangwagen
15,505,Geen,0,2,0,Aanhangwagen
5,3370,Diesel,11,4,2,Bus
20,405,Geen,0,2,0,Aanhangwagen
11,198,Benzine,2,2,0,Motorfiets
21,1050,Geen,0,2,0,Aanhangwagen
0,219,Benzine,2,2,0,Motorfiets
1,108,Benzine,1,2,0,Motorfiets
13,1275,Benzine,5,4,4,Personenauto
32,869,Geen,0,2,0,Aanhangwagen
17,270,Geen,0,2,0,Aanhangwagen
9,1448,Diesel,5,4,4,Personenauto
24,320,Geen,0,2,0,Aanhangwagen
3,209,Benzine,2,2,0,Motorfiets
5,905,Benzine,4,4,2,Personenauto
14,234,Benzine,2,2,0,Motorfiets
9,13148,CNG,33,4,3,Bus
5,3380,Diesel,14,4,6,Bus
6,15470,Diesel,63,6,2,Bus
13,8783,Diesel,40,4,4,Bus
10,429,Geen,0,4,0,Aanhangwagen
41,1204,Geen,0,2,0,Aanhangwagen
14,184,Benzine,2,2,0,Motorfiets
13,180,Benzine,2,2,0,Motorfiets
16,201,Benzine,2,2,0,Motorfiets
43,420,Geen,0,2,0,Aanhangwagen
11,203,Benzine,2,2,0,Motorfiets
14,210,Benzine,2,2,0,Motorfiets
3,18649,Diesel,91,8,2,Bus
15,720,Geen,0,2,0,Aanhangwagen
3,1040,Benzine,5,4,2,Personenauto
12,13600,Diesel,65,4,2,Bus
30,630,Geen,0,2,0,Aanhangwagen
10,835,Benzine,4,4,4,Personenauto
6,1065,Diesel,5,4,4,Personenauto
14,255,Benzine,2,2,0,Motorfiets
12,318,Benzine,2,2,0,Motorfiets
40,970,Geen,0,2,0,Aanhangwagen
15,290,Benzine,2,2,0,Motorfiets
7,840,Benzine,4,4,4,Personenauto
7,9250,Diesel,41,4,2,Bus
4,1665,Elektriciteit,5,4,4,Personenauto
0,19365,Elektriciteit,53,10,5,Bus
14,1020,Geen,0,2,0,Aanhangwagen
19,255,Geen,0,2,0,Aanhangwagen
2,193,Benzine,2,2,0,Motorfiets
1,1725,Elektriciteit,5,4,4,Personenauto
11,805,Benzine,4,4,4,Personenauto
2,1263,Diesel,5,4,4,Personenauto
14,10975,Diesel,60,4,2,Bus
15,15555,Diesel,59,6,2,Bus
8,9000,Diesel,33,4,2,Bus
11,921,Benzine,5,4,2,Personenauto
25,540,Geen,0,2,0,Aanhangwagen
16,229,Benzine,2,2,0,Motorfiets
10,1010,Geen,0,2,0,Aanhangwagen
14,1015,Geen,0,2,0,Aanhangwagen
1,13650,Elektriciteit,44,6,4,Bus
10,13640,Diesel,50,6,2,Bus
13,151,Benzine,2,2,0,Motorfiets
6,14995,Diesel,62,8,2,Bus
14,16700,Diesel,55,6,5,Bus
13,235,Benzine,2,2,0,Motorfiets
5,188,Benzine,2,2,0,Motorfiets
28,643,Geen,0,2,0,Aanhangwagen
12,1095,Benzine,5,4,4,Personenauto
8,172,Benzine,2,2,0,Motorfiets
17,186,Benzine,2,2,0,Motorfiets
5,210,Benzine,2,2,0,Motorfiets
9,12140,Diesel,46,4,2,Bus
8,1465,Benzine,5,4,4,Personenauto
2,10295,Elektriciteit,29,6,3,Bus
2,206,Benzine,2,2,0,Motorfiets
9,205,Benzine,2,2,0,Motorfiets
5,11335,Diesel,46,6,3,Bus
6,13760,Diesel,52,6,4,Bus
17,600,Geen,0,2,0,Aanhangwagen
15,940,Geen,0,2,0,Aanhangwagen
45,770,Geen,0,2,0,Aanhangwagen
7,14095,Diesel,52,6,3,Bus
14,8728,Diesel,41,4,2,Bus
0,378,Benzine,2,2,0,Motorfiets
3,2083,Elektriciteit,5,4,5,Personenauto
23,560,Geen,0,2,0,Aanhangwagen
6,13150,Diesel,55,4,3,Bus
29,15760,Diesel,11,6,3,Bus
6,216,Benzine,2,2,0,Motorfiets
7,1308,Geen,0,2,0,Aanhangwagen
18,1010,Benzine,5,4,4,Personenauto
2,12455,Diesel,39,6,4,Bus
26,975,Geen,0,2,0,Aanhangwagen
13,235,Benzine,2,2,0,Motorfiets
15,234,Benzine,2,2,0,Motorfiets
31,767,Geen,0,2,0,Aanhangwagen
15,191,Benzine,2,2,0,Motorfiets
11,780,Benzine,4,4,4,Personenauto
5,13625,Diesel,55,6,2,Bus
30,640,Geen,0,2,0,Aanhangwagen
14,365,Geen,0,2,0,Aanhangwagen
24,1100,Geen,0,2,0,Aanhangwagen
7,12400,Diesel,48,4,2,Bus
28,3740,Geen,0,2,0,Aanhangwagen
18,191,Benzine,2,2,0,Motorfiets
17,1280,Benzine,5,4,4,Personenauto
13,3310,Diesel,20,4,2,Bus
16,241,Benzine,2,2,0,Motorfiets
9,214,Benzine,2,2,0,Motorfiets
3,1060,Benzine,5,4,5,Personenauto
5,1260,Benzine,5,4,4,Personenauto
42,560,Geen,0,2,0,Aanhangwagen
2,1482,Diesel,5,4,4,Personenauto
4,4260,Diesel,20,4,2,Bus
6,98,Benzine,2,2,0,Motorfiets
5,15770,Diesel,63,8,2,Bus
14,1017,Benzine,5,4,2,Personenauto
14,227,Benzine,2,2,0,Motorfiets
3,108,Benzine,1,2,0,Motorfiets
1,20229,Elektriciteit,36,10,7,Bus
2,12455,Elektriciteit,39,6,4,Bus
9,2760,Diesel,17,4,3,Bus
32,664,Geen,0,2,0,Aanhangwagen
20,268,Benzine,2,2,0,Motorfiets
5,1325,Benzine,5,4,5,Personenauto
1,185,Benzine,2,2,0,Motorfiets
13,1054,Benzine,5,4,4,Personenauto
7,12746,Diesel,52,4,2,Bus
3,834,Benzine,4,4,5,Personenauto
5,9150,Diesel,39,6,2,Bus
4,9934,Diesel,38,6,2,Bus
16,1383,Benzine,5,4,4,Personenauto
5,11600,Diesel,42,4,2,Bus
25,640,Geen,0,2,0,Aanhangwagen
11,1225,Diesel,5,4,4,Personenauto
10,174,Benzine,2,2,0,Motorfiets
6,1455,Diesel,5,4,5,Personenauto
1,153,Benzine,2,2,0,Motorfiets
15,180,Benzine,2,2,0,Motorfiets
9,988,LPG,5,4,4,Personenauto
10,10950,Diesel,34,4,4,Bus
38,600,Geen,0,2,0,Aanhangwagen
15,13060,Diesel,53,4,2,Bus
2,162,Benzine,2,2,0,Motorfiets
13,8783,Diesel,40,4,2,Bus
8,16306,Diesel,42,6,3,Bus
50,1423,LPG,8,4,4,Personenauto
16,1065,Geen,0,2,0,Aanhangwagen
5,200,Benzine,2,2,0,Motorfiets
1,1176,Benzine,5,4,5,Personenauto
15,720,Geen,0,2,0,Aanhangwagen
0,2687,Diesel,9,4,3,Personenauto
24,435,Geen,0,2,0,Aanhangwagen
28,449,Geen,0,2,0,Aanhangwagen
6,157,Benzine,2,2,0,Motorfiets
11,15558,Diesel,63,6,2,Bus
1,1213,Benzine,5,4,5,Personenauto
2,17241,CNG,48,10,3,Bus
42,669,Geen,0,2,0,Aanhangwagen
2,12455,Diesel,39,6,4,Bus
6,1470,Elektriciteit,7,4,4,Personenauto
27,420,Geen,0,2,0,Aanhangwagen
9,157,Benzine,2,2,0,Motorfiets
12,13616,Diesel,59,4,2,Bus
14,8728,Diesel,41,4,3,Bus
6,207,Benzine,2,2,0,Motorfiets
11,189,Benzine,2,2,0,Motorfiets
9,1190,Geen,0,2,0,Aanhangwagen
43,710,Geen,0,2,0,Aanhangwagen
4,15724,Diesel,64,6,2,Bus
18,560,Geen,0,2,0,Aanhangwagen
14,257,Benzine,2,2,0,Motorfiets
37,909,Geen,0,2,0,Aanhangwagen
6,306,Benzine,2,2,0,Motorfiets
2,21235,Elektriciteit,45,10,6,Bus
11,1248,Geen,0,2,0,Aanhangwagen
2,12750,Elektriciteit,43,6,3,Bus
33,440,Geen,0,2,0,Aanhangwagen
5,214,Benzine,2,2,0,Motorfiets
21,186,Benzine,2,2,0,Motorfiets
25,5785,Diesel,25,4,6,Bus
15,1485,Benzine,7,4,4,Personenauto
11,235,Benzine,2,2,0,Motorfiets
13,435,Geen,0,2,0,Aanhangwagen
11,8820,Diesel,40,4,3,Bus
15,1980,Geen,0,2,0,Aanhangwagen
12,219,Benzine,2,2,0,Motorfiets
3,1137,Benzine,5,4,5,Personenauto
9,8945,Diesel,41,4,4,Bus
6,225,Benzine,2,2,0,Motorfiets
13,243,Benzine,2,2,0,Motorfiets
12,199,Benzine,2,2,0,Motorfiets
2,12455,Elektriciteit,39,6,4,Bus
5,11710,Diesel,44,4,2,Bus
44,610,Geen,0,2,0,Aanhangwagen
41,574,Geen,0,2,0,Aanhangwagen
15,1050,Benzine,4,4,2,Personenauto
6,11475,Diesel,48,4,2,Bus
14,465,Geen,0,2,0,Aanhangwagen
0,163,Benzine,2,2,0,Motorfiets
14,1010,Geen,0,2,0,Aanhangwagen
24,1140,Geen,0,2,0,Aanhangwagen
41,480,Geen,0,2,0,Aanhangwagen
9,174,Benzine,2,2,0,Motorfiets
8,1045,Benzine,5,4,4,Personenauto
12,213,Benzine,2,2,0,Motorfiets
2,4592,Diesel,31,4,4,Bus
24,1020,Geen,0,2,0,Aanhangwagen
5,16584,Diesel,49,6,6,Bus
2,20515,Elektriciteit,49,10,6,Bus
14,1340,Benzine,5,4,4,Personenauto
16,8815,Diesel,41,4,4,Bus
5,15840,Diesel,67,8,2,Bus
7,11437,Diesel,30,4,2,Bus
1,1055,Benzine,5,4,5,Personenauto
12,16080,Diesel,45,6,2,Bus
12,1100,Geen,0,6,0,Aanhangwagen
12,1065,Benzine,5,4,4,Personenauto
9,960,Benzine,5,4,4,Personenauto
20,1080,Geen,0,2,0,Aanhangwagen
18,884,Geen,0,2,0,Aanhangwagen
6,1178,Benzine,5,4,5,Personenauto
9,13983,Diesel,51,4,2,Bus
5,101,Benzine,1,2,0,Motorfiets
9,13185,Diesel,50,4,5,Bus
1,13100,Elektriciteit,44,6,3,Bus
16,210,Benzine,2,2,0,Motorfiets
19,2840,Diesel,19,4,3,Bus
5,9200,Diesel,43,6,4,Bus
13,3513,Diesel,20,4,2,Bus
7,186,Benzine,1,2,0,Motorfiets
7,9250,Diesel,41,4,2,Bus
5,13480,Diesel,54,6,2,Bus
24,220,Geen,0,2,0,Aanhangwagen
15,1445,Benzine,5,4,4,Personenauto
10,216,Benzine,2,2,0,Motorfiets
3,152,Benzine,2,2,0,Motorfiets
21,1040,Geen,0,2,0,Aanhangwagen
5,18630,Diesel,83,6,2,Bus
18,1080,Benzine,5,4,4,Personenauto
6,1405,Benzine,5,4,5,Personenauto
11,17525,Diesel,46,6,2,Bus
17,1010,Geen,0,2,0,Aanhangwagen
5,190,Benzine,2,2,0,Motorfiets
18,420,Geen,0,2,0,Aanhangwagen
12,1117,Benzine,5,4,4,Personenauto
0,203,Benzine,2,2,0,Motorfiets
13,640,Geen,0,2,0,Aanhangwagen
8,1632,Benzine,4,4,4,Personenauto
8,125,Benzine,2,2,0,Motorfiets
