Leeftijd,Gewicht,Brandstof,Aantal zitplaatsen,Aantal wielen,Aantal deuren,Voertuigsoort
16,695,Benzine,4,4,2,Personenauto
4,180,Benzine,2,2,0,Motorfiets
20,700,Geen,0,2,0,Aanhangwagen
22,460,Geen,0,2,0,Aanhangwagen
6,2030,Benzine,5,4,3,Personenauto
36,1000,Diesel,5,4,4,Personenauto
13,175,Benzine,2,2,0,Motorfiets
13,212,Benzine,2,2,0,Motorfiets
1,16755,Diesel,65,6,2,Bus
2,12060,CNG,36,6,2,Bus
13,8783,Diesel,40,4,4,Bus
8,11500,Diesel,34,4,2,Bus
5,17050,Diesel,54,10,3,Bus
1,2098,Elektriciteit,5,4,5,Personenauto
12,190,Benzine,2,2,0,Motorfiets
14,213,Benzine,2,2,0,Motorfiets
11,203,Benzine,2,2,0,Motorfiets
1,219,Benzine,2,2,0,Motorfiets
36,558,Geen,0,2,0,Aanhangwagen
5,15960,Diesel,66,6,2,Bus
4,238,Benzine,2,2,0,Motorfiets
10,1015,Benzine,4,4,2,Personenauto
6,192,Benzine,2,2,0,Motorfiets
9,8945,Diesel,41,4,2,Bus
11,465,Geen,0,2,0,Aanhangwagen
0,1885,Elektriciteit,5,4,5,Personenauto
10,196,Benzine,2,2,0,Motorfiets
2,14410,Diesel,55,6,2,Bus
11,226,Benzine,2,2,0,Motorfiets
2,180,Benzine,2,2,0,Motorfiets
8,12859,Diesel,52,4,2,Bus
1,222,Benzine,2,2,0,Motorfiets
4,1279,Diesel,5,4,4,Personenauto
19,300,Geen,0,2,0,Aanhangwagen
5,840,Benzine,4,4,5,Personenauto
4,13197,Diesel,52,4,2,Bus
8,9000,Diesel,33,4,4,Bus
9,8945,Diesel,41,4,2,Bus
4,20515,Elektriciteit,50,10,3,Bus
14,10680,Diesel,28,4,2,Bus
5,11335,Diesel,46,6,3,Bus
2,13609,Diesel,51,6,4,Bus
11,780,Benzine,4,4,4,Personenauto
2,12935,Elektriciteit,35,6,6,Bus
2,252,Benzine,2,2,0,Motorfiets
3,16490,Diesel,68,8,6,Bus
5,11477,Diesel,44,4,2,Bus
3,1265,Benzine,5,4,4,Personenauto
1,1789,Waterstof,5,4,4,Personenauto
13,12800,Diesel,62,4,2,Bus
2,12455,Diesel,39,6,4,Bus
4,14095,Diesel,53,8,2,Bus
4,15502,Diesel,64,6,2,Bus
9,13162,CNG,33,4,2,Bus
5,13375,Diesel,51,6,3,Bus
17,200,Benzine,2,2,0,Motorfiets
43,384,Geen,0,2,0,Aanhangwagen
7,15540,Diesel,60,6,2,Bus
7,13625,Diesel,55,4,4,Bus
9,1293,Benzine,5,4,4,Personenauto
14,795,Benzine,4,4,2,Personenauto
14,1295,Benzine,5,4,4,Personenauto
2,1099,Benzine,5,4,5,Personenauto
11,456,Geen,0,2,0,Aanhangwagen
10,775,Benzine,4,4,2,Personenauto
11,955,Benzine,5,4,4,Personenauto
4,830,Benzine,4,4,4,Personenauto
14,242,Benzine,2,2,0,Motorfiets
17,1129,Benzine,5,4,2,Personenauto
4,4945,Diesel,29,4,2,Bus
7,950,Benzine,5,4,4,Personenauto
17,174,Benzine,2,2,0,Motorfiets
14,103,Benzine,2,2,0,Motorfiets
13,203,Benzine,2,2,0,Motorfiets
2,2083,Elektriciteit,5,4,5,Personenauto
19,1080,Benzine,5,4,4,Personenauto
13,405,Geen,0,2,0,Aanhangwagen
22,935,Geen,0,2,0,Aanhangwagen
3,201,Benzine,2,2,0,Motorfiets
22,290,Geen,0,2,0,Aanhangwagen
8,9000,Diesel,33,4,2,Bus
31,720,Geen,0,2,0,Aanhangwagen
11,197,Benzine,2,2,0,Motorfiets
11,13440,Diesel,52,6,4,Bus
14,1055,Benzine,5,4,2,Personenauto
14,1005,Benzine,4,4,2,Personenauto
0,20126,Elektriciteit,52,10,5,Bus
19,705,Benzine,2,4,2,Personenauto
10,216,Benzine,2,2,0,Motorfiets
7,9250,Diesel,41,4,2,Bus
18,380,Geen,0,2,0,Aanhangwagen
4,263,Benzine,2,2,0,Motorfiets
1,1745,Benzine,5,4,4,Personenauto
15,1026,Benzine,5,4,4,Personenauto
14,13200,Diesel,55,4,2,Bus
6,2365,Benzine,5,4,5,Personenauto
17,303,Benzine,2,2,0,Motorfiets
7,12356,Diesel,48,4,2,Bus
4,14486,Diesel,39,6,3,Bus
1,1745,Benzine,5,4,4,Personenauto
22,896,Benzine,5,4,2,Personenauto
4,203,Benzine,2,2,0,Motorfiets
6,221,Benzine,2,2,0,Motorfiets
3,153,Benzine,2,2,0,Motorfiets
12,12185,CNG,37,4,4,Bus
6,1295,Benzine,5,4,4,Personenauto
16,209,Benzine,2,2,0,Motorfiets
20,272,Benzine,2,2,0,Motorfiets
32,537,Geen,0,2,0,Aanhangwagen
7,840,Benzine,4,4,2,Personenauto
34,535,Geen,0,2,0,Aanhangwagen
69,6650,Diesel,31,4,3,Bus
14,9000,Diesel,21,4,2,Bus
14,1000,Benzine,5,4,4,Personenauto
9,9000,Diesel,39,4,4,Bus
0,308,Benzine,2,2,0,Motorfiets
14,190,Benzine,2,2,0,Motorfiets
28,900,Geen,0,2,0,Aanhangwagen
7,215,Benzine,2,2,0,Motorfiets
5,198,Benzine,2,2,0,Motorfiets
19,2440,Geen,0,6,0,Aanhangwagen
10,929,Benzine,5,4,4,Personenauto
2,272,Benzine,2,2,0,Motorfiets
9,1070,Geen,0,2,0,Aanhangwagen
8,15790,Diesel,63,6,3,Bus
13,1004,Geen,0,2,0,Aanhangwagen
13,305,Benzine,2,2,0,Motorfiets
4,218,Benzine,2,2,0,Motorfiets
0,1071,Benzine,5,4,5,Personenauto
21,920,Geen,0,2,0,Aanhangwagen
5,195,Benzine,2,2,0,Motorfiets
5,221,Benzine,2,2,0,Motorfiets
3,11475,Diesel,46,6,4,Bus
22,1025,Benzine,5,4,2,Personenauto
16,252,Benzine,2,2,0,Motorfiets
9,243,Benzine,2,2,0,Motorfiets
33,1076,Geen,0,2,0,Aanhangwagen
0,815,Benzine,4,4,4,Personenauto
8,1187,Benzine,5,4,4,Personenauto
22,766,Geen,0,2,0,Aanhangwagen
8,1147,Benzine,5,4,5,Personenauto
18,1070,Geen,0,2,0,Aanhangwagen
14,12420,Diesel,56,4,3,Bus
29,1080,Geen,0,2,0,Aanhangwagen
12,305,Benzine,2,2,0,Motorfiets
5,1070,Benzine,5,4,4,Personenauto
3,217,Benzine,2,2,0,Motorfiets
19,272,Benzine,2,2,0,Motorfiets
12,1385,Benzine,5,4,4,Personenauto
1,239,Benzine,2,2,0,Motorfiets
5,11335,Diesel,46,6,3,Bus
4,214,Benzine,2,2,0,Motorfiets
22,460,Geen,0,2,0,Aanhangwagen
4,172,Benzine,2,2,0,Motorfiets
16,1215,Benzine,5,4,4,Personenauto
22,820,Geen,0,2,0,Aanhangwagen
9,11335,Diesel,42,4,3,Bus
9,229,Benzine,2,2,0,Motorfiets
14,810,Geen,0,2,0,Aanhangwagen
7,12356,Diesel,48,4,3,Bus
4,13400,Elektriciteit,41,6,6,Bus
7,1030,Benzine,5,4,4,Personenauto
11,151,Benzine,2,2,0,Motorfiets
16,218,Benzine,2,2,0,Motorfiets
7,12356,Diesel,48,4,4,Bus
9,15217,Diesel,61,6,6,Bus
6,1405,Benzine,5,4,4,Personenauto
7,12356,Diesel,48,4,2,Bus
20,945,Geen,0,6,0,Aanhangwagen
14,540,Geen,0,2,0,Aanhangwagen
3,1602,Diesel,5,4,5,Personenauto
5,191,Benzine,2,2,0,Motorfiets
31,717,Geen,0,2,0,Aanhangwagen
42,392,Geen,0,2,0,Aanhangwagen
7,180,Benzine,2,2,0,Motorfiets
7,945,Benzine,5,4,4,Personenauto
14,208,Benzine,2,2,0,Motorfiets
20,885,Benzine,5,4,2,Personenauto
14,8728,Diesel,44,4,3,Bus
2,153,Benzine,2,2,0,Motorfiets
20,905,Benzine,4,4,4,Personenauto
13,16752,CNG,58,6,3,Bus
11,1468,Benzine,5,4,4,Personenauto
10,1285,Benzine,5,4,4,Personenauto
19,2560,Geen,0,4,0,Aanhangwagen
15,204,Benzine,2,2,0,Motorfiets
3,1136,Benzine,5,4,5,Personenauto
11,12325,CNG,38,4,2,Bus
18,270,Geen,0,2,0,Aanhangwagen
12,1207,Benzine,5,4,4,Personenauto
12,730,Geen,0,2,0,Aanhangwagen
6,2730,Diesel,4,4,3,Personenauto
2,3650,Diesel,24,4,4,Bus
16,920,Geen,0,2,0,Aanhangwagen
5,1405,Diesel,5,4,5,Personenauto
14,925,Benzine,5,4,2,Personenauto
10,215,Benzine,2,2,0,Motorfiets
11,780,Benzine,4,4,4,Personenauto
5,11477,Diesel,44,4,2,Bus
30,1180,Geen,0,2,0,Aanhangwagen
31,360,Geen,0,2,0,Aanhangwagen
15,204,Benzine,2,2,0,Motorfiets
17,228,Benzine,2,2,0,Motorfiets
16,195,Benzine,2,2,0,Motorfiets
29,606,Geen,0,2,0,Aanhangwagen
26,694,Geen,0,2,0,Aanhangwagen
11,830,Benzine,4,4,4,Personenauto
2,203,Benzine,2,2,0,Motorfiets
13,11077,Diesel,29,4,2,Bus
4,19075,Elektriciteit,48,10,4,Bus
2,11057,Diesel,41,6,2,Bus
11,2798,Diesel,17,4,2,Bus
21,820,Geen,0,2,0,Aanhangwagen
10,1400,Geen,0,2,0,Aanhangwagen
14,1060,Benzine,5,4,4,Personenauto
30,794,Geen,0,2,0,Aanhangwagen
11,720,Geen,0,2,0,Aanhangwagen
11,645,Geen,0,2,0,Aanhangwagen
12,1345,Elektriciteit,5,4,4,Personenauto
5,1165,Benzine,5,4,4,Personenauto
0,229,Benzine,2,2,0,Motorfiets
13,836,Benzine,5,4,4,Personenauto
27,400,Geen,0,2,0,Aanhangwagen
13,285,Geen,0,2,0,Aanhangwagen
12,320,Geen,0,2,0,Aanhangwagen
7,205,Benzine,2,2,0,Motorfiets
9,8945,Diesel,41,4,3,Bus
17,8660,Diesel,42,4,3,Bus
7,12356,Diesel,48,4,4,Bus
14,420,Geen,0,2,0,Aanhangwagen
13,735,Geen,0,2,0,Aanhangwagen
8,1013,Benzine,5,4,3,Personenauto
1,206,Benzine,2,2,0,Motorfiets
11,172,Benzine,2,2,0,Motorfiets
6,13219,Diesel,51,4,2,Bus
6,1020,Benzine,5,4,4,Personenauto
8,243,Benzine,2,2,0,Motorfiets
6,3640,Diesel,23,4,4,Bus
5,1665,Benzine,5,4,4,Personenauto
20,1040,Geen,0,2,0,Aanhangwagen
11,176,Benzine,2,2,0,Motorfiets
9,355,Benzine,2,2,0,Motorfiets
12,840,Benzine,4,4,2,Personenauto
4,186,Benzine,2,2,0,Motorfiets
1,10295,Elektriciteit,29,6,3,Bus
10,1169,Benzine,5,4,4,Personenauto
4,202,Benzine,2,2,0,Motorfiets
14,1063,Benzine,5,4,4,Personenauto
30,238,Benzine,2,2,0,Motorfiets
3,1285,Elektriciteit,5,4,4,Personenauto
11,196,Benzine,2,2,0,Motorfiets
19,625,Geen,0,2,0,Aanhangwagen
17,290,Geen,0,2,0,Aanhangwagen
4,243,Benzine,2,2,0,Motorfiets
19,237,Benzine,2,2,0,Motorfiets
12,920,Geen,0,2,0,Aanhangwagen
4,826,Benzine,4,4,5,Personenauto
3,15769,CNG,56,8,2,Bus
11,172,Benzine,2,2,0,Motorfiets
6,13899,Diesel,89,6,3,Bus
5,15960,Diesel,66,6,2,Bus
5,15840,Diesel,69,8,2,Bus
12,12185,CNG,37,4,3,Bus
3,795,Geen,0,6,0,Aanhangwagen
7,248,Benzine,2,2,0,Motorfiets
14,235,Benzine,2,2,0,Motorfiets
2,859,Benzine,5,4,5,Personenauto
13,332,Benzine,2,2,0,Motorfiets
4,237,Benzine,2,2,0,Motorfiets
7,1167,Benzine,5,4,5,Personenauto
5,8550,Diesel,31,6,2,Bus
20,230,Benzine,2,2,0,Motorfiets
11,1234,Benzine,5,4,4,Personenauto
3,1515,Elektriciteit,5,4,5,Personenauto
10,1760,Benzine,4,4,4,Personenauto
8,18480,Diesel,40,8,3,Bus
8,9000,Diesel,33,4,2,Bus
8,16306,Diesel,42,6,4,Bus
12,238,Benzine,2,2,0,Motorfiets
15,15767,Diesel,71,6,4,Bus
5,16306,Diesel,63,6,3,Bus
15,187,Benzine,1,2,0,Motorfiets
3,1421,Benzine,5,4,5,Personenauto
11,16926,Diesel,12,4,4,Bus
5,9150,Diesel,39,6,4,Bus
2,11057,Diesel,41,6,2,Bus
25,600,Geen,0,2,0,Aanhangwagen
3,1326,Benzine,5,4,5,Personenauto
3,1265,Benzine,5,4,5,Personenauto
32,7896,Diesel,17,4,2,Bus
16,208,Benzine,2,2,0,Motorfiets
13,329,Benzine,2,2,0,Motorfiets
13,1025,Benzine,5,4,4,Personenauto
6,217,Benzine,2,2,0,Motorfiets
32,717,Geen,0,2,0,Aanhangwagen
12,15300,Diesel,64,6,2,Bus
10,18950,Diesel,58,6,2,Bus
3,1065,Elektriciteit,5,4,4,Personenauto
33,694,Geen,0,2,0,Aanhangwagen
15,850,Geen,0,2,0,Aanhangwagen
38,3270,Geen,0,2,0,Aanhangwagen
42,620,Geen,0,2,0,Aanhangwagen
15,178,Benzine,2,2,0,Motorfiets
6,1035,Benzine,5,4,4,Personenauto
0,1162,Benzine,5,4,4,Personenauto
4,20695,Elektriciteit,46,10,4,Bus
9,12978,CNG,33,4,6,Bus
9,814,Geen,0,4,0,Aanhangwagen
6,840,Benzine,4,4,4,Personenauto
16,965,Benzine,5,4,2,Personenauto
10,10950,Diesel,34,4,2,Bus
22,965,Benzine,5,4,5,Personenauto
38,740,Geen,0,2,0,Aanhangwagen
8,2075,Diesel,5,4,4,Personenauto
44,600,Geen,0,2,0,Aanhangwagen
6,172,Benzine,2,2,0,Motorfiets
5,169,Benzine,2,2,0,Motorfiets
0,208,Benzine,2,2,0,Motorfiets
10,222,Benzine,2,2,0,Motorfiets
10,1100,Geen,0,2,0,Aanhangwagen
24,1720,Benzine,5,4,4,Personenauto
15,1170,Benzine,5,4,4,Personenauto
6,13898,Diesel,57,4,2,Bus
8,16306,Diesel,42,6,3,Bus
38,500,Geen,0,2,0,Aanhangwagen
21,395,Geen,0,2,0,Aanhangwagen
18,580,Geen,0,2,0,Aanhangwagen
6,998,Benzine,5,4,4,Personenauto
4,211,Benzine,2,2,0,Motorfiets
9,214,Benzine,2,2,0,Motorfiets
22,660,Geen,0,2,0,Aanhangwagen
10,780,Benzine,4,4,4,Personenauto
40,564,Geen,0,2,0,Aanhangwagen
17,620,Geen,0,4,0,Aanhangwagen
2,14368,Diesel,59,6,4,Bus
2,1351,Benzine,5,4,5,Personenauto
2,12935,Elektriciteit,35,6,6,Bus
10,3700,Diesel,17,4,4,Bus
17,12627,Diesel,58,4,4,Bus
14,217,Benzine,2,2,0,Motorfiets
43,245,Geen,0,2,0,Aanhangwagen
8,196,Benzine,2,2,0,Motorfiets
7,306,Benzine,2,2,0,Motorfiets
17,2350,Geen,0,2,0,Aanhangwagen
8,1465,Benzine,5,4,4,Personenauto
7,18995,Diesel,91,6,3,Bus
20,990,Geen,0,2,0,Aanhangwagen
3,274,Benzine,2,2,0,Motorfiets
20,848,Geen,0,2,0,Aanhangwagen
19,2650,Geen,0,2,0,Aanhangwagen
4,256,Benzine,2,2,0,Motorfiets
28,655,Geen,0,2,0,Aanhangwagen
15,227,Benzine,2,2,0,Motorfiets
6,195,Benzine,2,2,0,Motorfiets
11,209,Benzine,2,2,0,Motorfiets
10,13252,Diesel,51,4,3,Bus
27,732,Geen,0,2,0,Aanhangwagen
1,104,Elektriciteit,1,2,0,Motorfiets
30,657,Geen,0,2,0,Aanhangwagen
5,11710,Diesel,44,4,2,Bus
4,1170,Benzine,5,4,4,Personenauto
23,300,Geen,0,2,0,Aanhangwagen
10,970,Benzine,5,4,4,Personenauto
8,22800,Diesel,50,8,2,Bus
13,11077,Diesel,29,4,2,Bus
12,12185,CNG,37,4,4,Bus
38,282,Geen,0,2,0,Aanhangwagen
2,16242,Diesel,53,10,3,Bus
4,256,Benzine,2,2,0,Motorfiets
4,20695,Elektriciteit,46,10,4,Bus
2,1805,Diesel,7,4,4,Personenauto
14,1040,Geen,0,6,0,Aanhangwagen
2,198,Benzine,2,2,0,Motorfiets
18,1664,Benzine,5,4,4,Personenauto
20,966,Geen,0,2,0,Aanhangwagen
13,208,Benzine,2,2,0,Motorfiets
9,527,Geen,0,4,0,Aanhangwagen
10,558,Geen,0,4,0,Aanhangwagen
3,1165,Benzine,5,4,4,Personenauto
8,199,Benzine,2,2,0,Motorfiets
0,1335,Benzine,5,4,4,Personenauto
22,560,Geen,0,2,0,Aanhangwagen
2,210,Benzine,2,2,0,Motorfiets
14,300,Geen,0,2,0,Aanhangwagen
0,3670,Diesel,24,4,2,Bus
2,21235,Elektriciteit,45,10,6,Bus
8,1096,Diesel,5,4,4,Personenauto
2,815,Benzine,4,4,4,Personenauto
90,620,Benzine,4,4,2,Personenauto
8,9000,Diesel,33,4,2,Bus
12,190,Benzine,2,2,0,Motorfiets
4,225,Benzine,2,2,0,Motorfiets
24,440,Geen,0,2,0,Aanhangwagen
13,213,Benzine,2,2,0,Motorfiets
15,129,Benzine,2,2,0,Motorfiets
10,1398,Benzine,5,4,4,Personenauto
13,13340,Diesel,56,4,2,Bus
18,660,Geen,0,2,0,Aanhangwagen
22,870,Geen,0,2,0,Aanhangwagen
7,13325,Diesel,55,4,2,Bus
16,550,Geen,0,2,0,Aanhangwagen
1,1180,Benzine,5,4,4,Personenauto
3,208,Benzine,2,2,0,Motorfiets
4,1513,Benzine,7,4,5,Personenauto
31,414,Geen,0,2,0,Aanhangwagen
19,215,Benzine,2,2,0,Motorfiets
3,17260,Diesel,67,8,2,Bus
14,1100,Geen,0,2,0,Aanhangwagen
11,954,Benzine,5,4,4,Personenauto
20,1479,Benzine,4,4,2,Personenauto
19,198,Benzine,2,2,0,Motorfiets
11,203,Benzine,2,2,0,Motorfiets
0,177,Benzine,2,2,0,Motorfiets
6,1210,Benzine,5,4,5,Personenauto
10,265,Benzine,2,2,0,Motorfiets
0,13110,Elektriciteit,42,6,2,Bus
5,1290,Benzine,5,4,4,Personenauto
3,245,Benzine,2,2,0,Motorfiets
8,1180,Benzine,5,4,4,Personenauto
6,1015,Benzine,5,4,4,Personenauto
11,291,Benzine,2,2,0,Motorfiets
2,12750,Elektriciteit,43,6,3,Bus
35,430,Geen,0,2,0,Aanhangwagen
0,1297,Benzine,5,4,4,Personenauto
10,12970,Diesel,44,4,6,Bus
3,184,Benzine,2,2,0,Motorfiets
45,9320,Diesel,15,4,2,Bus
6,3240,Diesel,20,4,3,Bus
0,1865,Elektriciteit,5,4,5,Personenauto
18,859,Benzine,4,4,4,Personenauto
18,214,Benzine,2,2,0,Motorfiets
9,830,Benzine,5,4,4,Personenauto
30,210,Benzine,2,2,0,Motorfiets
19,990,Benzine,5,4,2,Personenauto
26,741,Geen,0,2,0,Aanhangwagen
11,313,Benzine,2,2,0,Motorfiets
8,1785,Benzine,5,4,4,Personenauto
12,1125,Geen,0,2,0,Aanhangwagen
36,1840,Benzine,9,4,5,Personenauto
8,840,Benzine,4,4,2,Personenauto
6,1169,Benzine,5,4,5,Personenauto
13,1140,Benzine,5,4,4,Personenauto
17,211,Benzine,2,2,0,Motorfiets
2,10295,Elektriciteit,29,6,3,Bus
9,12765,CNG,32,4,2,Bus
28,207,Benzine,1,2,0,Motorfiets
18,1190,Geen,0,2,0,Aanhangwagen
23,1060,Geen,0,2,0,Aanhangwagen
33,840,Geen,0,2,0,Aanhangwagen
1,198,Benzine,2,2,0,Motorfiets
27,913,Geen,0,2,0,Aanhangwagen
11,13215,Diesel,55,4,2,Bus
3,406,Benzine,2,2,0,Motorfiets
11,2700,Diesel,17,4,4,Bus
15,1186,Benzine,5,4,4,Personenauto
13,985,Geen,0,2,0,Aanhangwagen
29,450,Geen,0,2,0,Aanhangwagen
17,1135,Geen,0,2,0,Aanhangwagen
2,15196,Diesel,58,6,4,Bus
8,205,Benzine,2,2,0,Motorfiets
4,1293,Diesel,5,4,5,Personenauto
5,125,Benzine,2,2,0,Motorfiets
6,2085,Benzine,5,4,4,Personenauto
3,13160,Elektriciteit,30,6,3,Bus
14,184,Benzine,2,2,0,Motorfiets
2,1063,Benzine,4,4,3,Personenauto
6,1033,Benzine,5,4,4,Personenauto
7,216,Benzine,2,2,0,Motorfiets
22,540,Geen,0,2,0,Aanhangwagen
15,108,Benzine,2,2,0,Motorfiets
14,480,Geen,0,2,0,Aanhangwagen
9,12165,Diesel,46,4,6,Bus
16,193,Benzine,2,2,0,Motorfiets
0,192,Benzine,1,2,0,Motorfiets
6,1007,Benzine,5,4,2,Personenauto
1,825,Benzine,5,4,5,Personenauto
10,12970,Diesel,44,4,4,Bus
16,242,Benzine,2,2,0,Motorfiets
15,835,Benzine,4,4,4,Personenauto
2,13595,Elektriciteit,34,6,4,Bus
9,9000,Diesel,41,4,2,Bus
4,11267,Diesel,44,4,2,Bus
22,780,Geen,0,2,0,Aanhangwagen
28,1100,Geen,0,2,0,Aanhangwagen
4,1165,Benzine,5,4,4,Personenauto
13,190,Benzine,2,2,0,Motorfiets
8,16306,Diesel,42,6,3,Bus
1,1405,Diesel,5,4,5,Personenauto
9,12956,Diesel,55,4,4,Bus
24,800,Geen,0,2,0,Aanhangwagen
6,1295,Benzine,5,4,4,Personenauto
5,9150,Diesel,39,6,2,Bus
0,13470,Diesel,55,6,2,Bus
2,12455,Elektriciteit,39,6,4,Bus
5,11710,Diesel,44,4,2,Bus
8,930,Benzine,5,4,4,Personenauto
3,1421,Elektriciteit,5,4,5,Personenauto
0,285,Benzine,2,2,0,Motorfiets
22,401,Geen,0,2,0,Aanhangwagen
35,565,Geen,0,2,0,Aanhangwagen
18,835,Benzine,4,4,4,Personenauto
6,125,Benzine,2,2,0,Motorfiets
13,11995,CNG,42,4,3,Bus
19,1380,Benzine,5,4,4,Personenauto
10,908,Benzine,5,4,4,Personenauto
1,203,Benzine,2,2,0,Motorfiets
8,1180,Benzine,5,4,4,Personenauto
3,13310,Diesel,48,6,2,Bus
35,390,Geen,0,2,0,Aanhangwagen
3,261,Benzine,2,2,0,Motorfiets
4,4629,Diesel,29,4,2,Bus
9,4855,Diesel,27,4,3,Bus
4,19135,Diesel,56,8,4,Bus
10,252,Benzine,2,2,0,Motorfiets
22,10580,Diesel,81,4,2,Bus
11,320,Geen,0,2,0,Aanhangwagen
18,1054,Geen,0,2,0,Aanhangwagen
6,9200,Diesel,43,4,3,Bus
8,199,Benzine,2,2,0,Motorfiets
31,15780,Diesel,11,6,4,Bus
7,11007,Diesel,44,4,4,Bus
6,212,Benzine,2,2,0,Motorfiets
4,14486,Diesel,39,6,2,Bus
11,8820,Diesel,38,4,4,Bus
2,10295,Elektriciteit,29,6,4,Bus
4,9150,Diesel,41,6,2,Bus
8,11500,Diesel,34,4,2,Bus
13,18900,Diesel,93,6,4,Bus
14,177,Benzine,2,2,0,Motorfiets
27,1016,Geen,0,2,0,Aanhangwagen
5,207,Benzine,2,2,0,Motorfiets
5,835,Benzine,2,4,3,Personenauto
26,360,Geen,0,2,0,Aanhangwagen
44,609,Geen,0,2,0,Aanhangwagen
7,208,Benzine,2,2,0,Motorfiets
17,251,Benzine,2,2,0,Motorfiets
15,11668,Diesel,46,4,2,Bus
18,405,Geen,0,2,0,Aanhangwagen
15,268,Benzine,2,2,0,Motorfiets
7,950,Benzine,5,4,5,Personenauto
1,246,Benzine,2,2,0,Motorfiets
26,370,Geen,0,2,0,Aanhangwagen
22,450,Geen,0,2,0,Aanhangwagen
2,12750,Elektriciteit,43,6,3,Bus
10,10950,Diesel,32,4,2,Bus
6,226,Benzine,2,2,0,Motorfiets
16,935,Benzine,5,4,2,Personenauto
12,226,Benzine,2,2,0,Motorfiets
6,1880,Diesel,5,4,5,Personenauto
5,196,Benzine,2,2,0,Motorfiets
1,1245,Elektriciteit,4,4,4,Personenauto
11,8820,Diesel,43,4,2,Bus
27,7410,Diesel,45,4,4,Bus
5,9150,Diesel,39,6,4,Bus
37,265,Geen,0,2,0,Aanhangwagen
17,1090,Geen,0,2,0,Aanhangwagen
2,188,Benzine,2,2,0,Motorfiets
7,1675,Benzine,4,4,2,Personenauto
2,20255,Elektriciteit,52,10,3,Bus
14,1295,Benzine,2,4,2,Personenauto
7,4009,Elektriciteit,13,4,3,Bus
0,219,Benzine,2,2,0,Motorfiets
21,830,Geen,0,2,0,Aanhangwagen
15,217,Benzine,2,2,0,Motorfiets
14,255,Benzine,2,2,0,Motorfiets
8,13495,Diesel,51,4,2,Bus
18,990,Geen,0,2,0,Aanhangwagen
17,640,Geen,0,2,0,Aanhangwagen
34,527,Geen,0,2,0,Aanhangwagen
7,1015,Benzine,5,4,4,Personenauto
0,19365,Elektriciteit,53,10,5,Bus
14,200,Benzine,2,2,0,Motorfiets
6,1250,Benzine,5,4,4,Personenauto
12,216,Benzine,2,2,0,Motorfiets
30,1022,Geen,0,2,0,Aanhangwagen
1,13100,Elektriciteit,44,6,3,Bus
19,1244,Benzine,5,4,4,Personenauto
23,7700,Geen,0,2,0,Aanhangwagen
6,11475,Diesel,48,4,2,Bus
12,18010,Elektriciteit,49,6,2,Bus
9,950,Benzine,5,4,4,Personenauto
20,995,Geen,0,2,0,Aanhangwagen
8,205,Benzine,2,2,0,Motorfiets
25,14158,Diesel,51,4,4,Bus
18,190,Benzine,2,2,0,Motorfiets
3,12525,CNG,42,6,3,Bus
10,1180,Geen,0,2,0,Aanhangwagen
29,440,Geen,0,2,0,Aanhangwagen
10,12970,Diesel,44,4,6,Bus
28,666,Geen,0,2,0,Aanhangwagen
2,231,Benzine,2,2,0,Motorfiets
9,1765,Diesel,5,4,4,Personenauto
1,14900,Elektriciteit,44,6,3,Bus
12,12550,CNG,32,4,3,Bus
16,8815,Diesel,41,4,2,Bus
16,1295,Benzine,5,4,4,Personenauto
10,900,Geen,0,2,0,Aanhangwagen
2,12455,Diesel,39,6,4,Bus
18,680,Geen,0,2,0,Aanhangwagen
20,910,Geen,0,2,0,Aanhangwagen
24,890,Geen,0,2,0,Aanhangwagen
11,216,Benzine,2,2,0,Motorfiets
2,12455,Diesel,39,6,4,Bus
9,246,Benzine,2,2,0,Motorfiets
4,839,Benzine,5,4,5,Personenauto
16,243,Geen,0,2,0,Aanhangwagen
0,13665,Diesel,59,6,2,Bus
5,226,Benzine,2,2,0,Motorfiets
11,1300,Geen,0,2,0,Aanhangwagen
2,3670,Diesel,21,4,3,Bus
2,21235,Elektriciteit,45,10,6,Bus
24,720,Geen,0,2,0,Aanhangwagen
2,12455,Diesel,39,6,4,Bus
17,1050,Benzine,5,4,4,Personenauto
20,870,Benzine,4,4,2,Personenauto
13,536,Geen,0,2,0,Aanhangwagen
7,16616,Diesel,61,6,2,Bus
7,9250,Diesel,41,4,2,Bus
16,810,Geen,0,2,0,Aanhangwagen
2,12455,Elektriciteit,39,6,4,Bus
14,510,Geen,0,2,0,Aanhangwagen
9,12338,CNG,36,4,6,Bus
4,210,Benzine,2,2,0,Motorfiets
6,199,Benzine,2,2,0,Motorfiets
20,903,Geen,0,2,0,Aanhangwagen
9,13441,Diesel,52,4,2,Bus
3,1293,Diesel,5,4,5,Personenauto
15,480,Geen,0,2,0,Aanhangwagen
39,622,Geen,0,2,0,Aanhangwagen
10,199,Benzine,2,2,0,Motorfiets
2,1295,Benzine,5,4,5,Personenauto
5,217,Benzine,2,2,0,Motorfiets
10,1240,Benzine,5,4,4,Personenauto
1,245,Benzine,1,2,0,Motorfiets
15,350,Geen,0,2,0,Aanhangwagen
9,1285,Elektriciteit,5,4,4,Personenauto
9,707,Geen,0,4,0,Aanhangwagen
11,1190,Geen,0,2,0,Aanhangwagen
